baryon_density,pressurec2,energy_densityc2
13.1539389337923,3.36299363522119e-07,0.131539385974971E+02
41.5964072335506,2.14434565359167e-06,0.415964079445030E+02
131.539389337923,1.36729913310556e-05,0.131539402900331E+03
415.964072335505,8.71830955172688e-05,0.415964187366207E+03
1315.39389337923,0.000555905577641172,0.131539471714112E+04
4159.64072335506,0.00354462077102268,0.415964626143521E+04
13153.9389337923,0.0226015656537908,0.131539751491694E+05
41596.4072335505,0.144114364554499,0.415966410089335E+05
131539.389337923,0.918916432121765,0.131540888989075E+06
415964.072335506,5.85928690615753,0.415973663113957E+06
1044820.98850688,25.7915439583615,0.104486325851251E+07
2624540.50811663,108.540341377833,0.262472478464344E+07
6592638.38374128,435.162762817738,0.659342141914087E+07
8298971.22615874,585.149826044103,0.830008727028093E+07
16556276.1945507,1596.67237188303,0.165594494101982E+08
33040340.2223709,4264.83986162207,0.330492289674181E+08
65936800.3592957,11193.396558288,0.659613043862764E+08
131541481.699142,28973.7620653897,0.131607982634955E+09
262448334.453775,74281.4268619591,0.262626396527379E+09
330395122.897774,97224.5518154282,0.330641238650719E+09
523729494.468915,181252.912459753,0.524196707777672E+09
829890573.744293,337025.826789806,0.830774276246451E+09
1044901258.09259,459418.830906275,0.104611566060025E+10
1211347579.42915,560337.426118673,0.121283618464994E+10
1603512103.26655,763287.280217255,0.160569366850816E+10
2541576206.90137,1415308.1930559,0.254563730682753E+10
4159340188.0666,2621435.61544002,0.416720075909265E+10
6592546904.1897,4853438.94505491,0.660707626783011E+10
8013275314.98971,6299901.72097682,0.803212579515561E+10
10088422327.716,8569735.61550044,0.101140534334250E+11
13157582720.4578,11660715.3012782,0.131940439271433E+11
16561879923.9146,15855457.3514517,0.166112859776052E+11
20851099865.7476,21563421.9979744,0.209180804247993E+11
25255827611.9228,27849971.7548657,0.253421273076634E+11
33040961760.7769,37875071.4556784,0.331638452472429E+11
41592770601.5499,51494074.8228201,0.417588672023429E+11
50204585893.4526,66192361.9535343,0.504171450881455E+11
65926727879.4846,90003364.5725565,0.662299501485532E+11
83009496062.0018,122393004.11647,0.834184307869550E+11
102109192837.454,161336232.698983,0.102644500668061E+12
108653693529.064,166343219.23102,0.109233809328053E+12
140858202889.247,226204524.880711,0.141667600655921E+12
169240235729.648,288958756.082247,0.170264171719397E+12
183457945459.511,321782334.458936,0.184593511655300E+12
208470135186.898,366066348.675622,0.209807281680523E+12
271363452079.032,497694461.284516,0.273232410518338E+12
330407027116.395,647125192.673988,0.332805937249056E+12
415970909178.822,838725877.299952,0.419181422206428E+12
426970873079.007,868433997.39004,0.430288853002744E+12
430452878780.138,877891638.617222,0.433805037835639E+12
449217935771.889,929296700.346139,0.452755600012370E+12
478981114398.216,1012301410.41058,0.482817419943975E+12
494413580492.294,1056029092.79037,0.498406800406521E+12
507636239815.506,1093859657.6991,0.511764997812403E+12
567330018261.957,1205014758.71033,0.572079219812337E+12
2094256000000.0,2397456417.90688,0.211612045205871E+13
3145202000000.0,3813320942.79968,0.317954564310344E+13
4436516000000.0,5861400967.13772,0.448689206462486E+13
5986292000000.0,8676106262.71439,0.605674822742162E+13
7818102000000.0,12402861971.6935,0.791328380428794E+13
12443858000000.0,23247994800.0865,0.126053243371807E+14
18587020000000.0,39878978732.1671,0.188431403127930E+14
26558340000000.0,64101666910.4902,0.269458822602757E+14
36641180000000.0,98044584943.0086,0.372058329651097E+14
48931820000000.0,144056565845.085,0.497256160958574E+14
70855440000000.0,240557886272.552,0.720878926458930E+14
1.03252e+14,428097348489.197,0.105194059072531E+15
1.2146884e+14,561472343065.935,0.123839983457037E+15
1.2609194e+14,597622785827.245,0.128575374953220E+15
1.411e+14,799638002439.847,0.143961370927287E+15
1.494e+14,892634432294.888,0.152479382784836E+15
1.577e+14,993953586429.849,0.161002788414726E+15
1.66e+14,1104352076142.9,0.169531761462551E+15
1.743e+14,1224486373001.59,0.178066493690960E+15
1.826e+14,1355001821936.7,0.186607189635722E+15
1.909e+14,1496755173977.04,0.195154069209513E+15
1.992e+14,1650302760959.52,0.203707364214235E+15
2.075e+14,1816423447455.79,0.212267314782786E+15
2.158e+14,1995784831670.1,0.220834170872928E+15
2.241e+14,2189054511806.75,0.229408188903567E+15
2.324e+14,2397122618804.74,0.237989635009393E+15
2.407e+14,2620545484500.99,0.246578782375487E+15
2.49e+14,2859990707099.76,0.255175906382690E+15
2.573e+14,3116348417540.07,0.263781289896409E+15
2.656e+14,3390063681291.45,0.272395219319398E+15
2.739e+14,3681804096558.16,0.281017980419947E+15
2.822e+14,3992682327013.99,0.289649868411573E+15
2.905e+14,4323032171761.08,0.298291182788424E+15
2.988e+14,4673743761738.46,0.306942223162654E+15
3.071e+14,5045484695150.39,0.315603294237791E+15
3.154e+14,5438922570201.15,0.324274702290684E+15
3.237e+14,5854613718727.63,0.332956753624731E+15
3.32e+14,6293559538036.24,0.341649758643850E+15
3.403e+14,6756205093596.5,0.350354030513244E+15
3.486e+14,7243551782714.8,0.359069884572743E+15
3.569e+14,7755822138125.92,0.367797635969757E+15
3.652e+14,8294240089871.0,0.376537601700136E+15
3.735e+14,8859139437052.2,0.385290102322354E+15
3.818e+14,9451521576975.91,0.394055458790256E+15
3.901e+14,10071831575111.7,0.402833993980408E+15
3.984e+14,10721070828765.8,0.411626032270431E+15
4.067e+14,11399239337938.5,0.420431895205630E+15
4.15e+14,12108006098140.2,0.429251907829702E+15
4.316e+14,13602313412034.9,0.446935409433609E+15
4.482e+14,15237929012500.5,0.464679053230714E+15
4.648e+14,17024866872600.9,0.482486028460275E+15
4.814e+14,18970915638052.8,0.500359616391914E+15
4.98e+14,21101666573353.1,0.518303435277825E+15
5.109895e+14,23129858043874.2,5.29056573877482e+14
5.2503808e+14,26501941025307.0,5.44248417379158e+14
5.3884928e+14,29965831087276.8,5.59270908013824e+14
5.5250278e+14,33520102100377.2,5.74206048222348e+14
5.6604174e+14,37163684467553.4,5.89101969872196e+14
5.7949272e+14,40896399922629.6,6.03985412889738e+14
5.9287066e+14,44717357134726.8,6.18872421230796e+14
6.062154e+14,48626199571493.4,6.33805778777562e+14
6.1955516e+14,52622748966753.6,6.4881757344168e+14
6.3286338e+14,56707183586683.2,6.63879282635022e+14
6.4612844e+14,60878790366579.0,6.78973079740008e+14
6.5933706e+14,65137391040265.2,6.9408826878609e+14
6.7248426e+14,69482272543038.6,7.0921415380272e+14
6.855551e+14,73913078342547.6,7.24338256157592e+14
6.985446e+14,78429273640264.8,7.39446314556642e+14
7.1144114e+14,83030145371487.0,7.5452941569108e+14
7.2423808e+14,87714980471511.0,7.69576863590358e+14
7.3692878e+14,92482709343282.0,7.84577962283928e+14
7.495066e+14,97333331986800.0,7.99527363786516e+14
7.619649e+14,1.02265422272659e+14,8.14414372127574e+14
7.7430202e+14,1.07278088869979e+14,8.2923185666007e+14
7.8651464e+14,1.12370975246409e+14,8.43976252060488e+14
7.9859944e+14,1.17542477006367e+14,8.58647558328828e+14
8.1055808e+14,1.22792237617501e+14,8.732368621563e+14
8.223889e+14,1.28119365748933e+14,8.87745946204662e+14
8.340919e+14,1.33522791803606e+14,9.02174810473914e+14
8.4567372e+14,1.39001980982995e+14,9.16525237625814e+14
8.571327e+14,1.44555150625341e+14,9.30797227660362e+14
8.6847714e+14,1.50183548593874e+14,9.4499791122459e+14
8.7971036e+14,1.55884679162134e+14,9.59130853642014e+14
8.90839e+14,1.61658185797769e+14,9.73201402897908e+14
9.0186804e+14,1.67503890234602e+14,9.87218472301062e+14
9.1280744e+14,1.73420366343229e+14,1.00118740983675e+15
9.2366384e+14,1.7940707932512e+14,1.01512247679904e+15
9.344472e+14,1.85466346640562e+14,1.02903080383495e+15
9.4516582e+14,1.91593355102808e+14,1.0429248695768e+15
9.5582966e+14,1.97789887373616e+14,1.05681536999514e+15
9.6645034e+14,2.04057726114744e+14,1.07071656638402e+15
9.7703782e+14,2.10393306002676e+14,1.08464272003752e+15
9.8760372e+14,2.16796627037412e+14,1.09860630958793e+15
9.9815966e+14,2.2326947188071e+14,1.11262337899109e+15
1.00871726e+15,2.2981184053257e+14,1.12671175486456e+15
1.0192898e+15,2.36421950331234e+14,1.14088569850242e+15
1.02988724e+15,2.4310158393846e+14,1.15516303652224e+15
1.04052452e+15,2.4984895869249e+14,1.16956159554161e+15
1.05121326e+15,2.5666763991684e+14,1.18409741951634e+15
1.0619684e+15,2.63555844949752e+14,1.19879011772578e+15
1.0727999e+15,2.70515356452984e+14,1.21366108211101e+15
1.0837227e+15,2.77544391764778e+14,1.22872457396611e+15
1.09475008e+15,2.84644733546892e+14,1.24400376789393e+15
1.10589366e+15,2.91818164461084e+14,1.2595182731738e+15
1.11716838e+15,2.99064684507354e+14,1.27528591642331e+15
1.12858752e+15,3.0638607634746e+14,1.29132987224531e+15
1.14016436e+15,3.13780557319644e+14,1.30766974991914e+15
1.15191052e+15,3.21251692747422e+14,1.32432515872414e+15
1.16384094e+15,3.28799482630794e+14,1.34132105592491e+15
1.1759689e+15,3.36425709631518e+14,1.35867348547728e+15
1.18830436e+15,3.44130373749594e+14,1.37640740464586e+15
1.20086558e+15,3.51917040308538e+14,1.39454420537176e+15
1.21366086e+15,3.5978570930835e+14,1.41310527959605e+15
1.22670514e+15,3.67738163410788e+14,1.43211201925985e+15
1.2400117e+15,3.75774402615852e+14,1.45158938162776e+15
1.25359216e+15,3.83897992247058e+14,1.47155697597911e+15
1.26746146e+15,3.92110714966164e+14,1.49203975957853e+15
1.28163122e+15,4.0041257077317e+14,1.51305734170535e+15
1.29611306e+15,4.08807124991592e+14,1.53463467962419e+15
1.31092026e+15,4.17296160283188e+14,1.55679673059964e+15
1.3260661e+15,4.25879676647958e+14,1.57956310391106e+15
1.3415622e+15,4.34563022071176e+14,1.60296232214657e+15
1.3574235e+15,4.43346196552842e+14,1.6270139945855e+15
1.37365996e+15,4.52230982754714e+14,1.65174486115424e+15
1.39028486e+15,4.61220946000308e+14,1.67717809645562e+15
1.40731314e+15,4.70317868951382e+14,1.70333865775427e+15
1.42475476e+15,4.79523534269694e+14,1.73025328497656e+15
1.44262466e+15,4.88843289940518e+14,1.75794515272533e+15
1.4609328e+15,4.98275353302096e+14,1.78644100092696e+15
1.47969412e+15,5.07825072339702e+14,1.81576578684606e+15
1.49891858e+15,5.17496012376852e+14,1.845946250409e+15
1.51861946e+15,5.27289956075304e+14,1.87700021823336e+15
1.53880174e+15,5.37210468758574e+14,1.90894551693672e+15
1.55945878e+15,5.4725933308842e+14,1.94178214651908e+15
1.58059722e+15,5.574383317266e+14,1.97552793359802e+15
1.60230836e+15,5.67754595320146e+14,2.01032549111418e+15
1.6246088e+15,5.78208123869058e+14,2.04621047230272e+15
1.64752676e+15,5.8880426535861e+14,2.08325418363396e+15
1.6710888e+15,5.99546585112318e+14,2.12149227834306e+15
1.6953082e+15,6.10438648453698e+14,2.16096040966518e+15
1.7202248e+15,6.21485803368024e+14,2.20172988407064e+15
1.7458552e+15,6.3269339784057e+14,2.24385418141218e+15
1.7722492e+15,6.44063214533094e+14,2.28738678154254e+15
1.7994234e+15,6.55602384092628e+14,2.33238116431446e+15
1.8274276e+15,6.67316254504446e+14,2.37892646281584e+15
1.8562618e+15,6.79208391092064e+14,2.427093983517e+15
1.886009e+15,6.91285924502514e+14,2.47693720627068e+15
1.9166858e+15,7.03552420059312e+14,2.52854526416478e+15
1.9483586e+15,7.16020356394764e+14,2.58204294352236e+15
1.981044e+15,7.28691516170628e+14,2.63746589757858e+15
2.014825e+15,7.41571247372178e+14,2.69497456589166e+15
2.0497348e+15,7.54670245969962e+14,2.75462242831434e+15
2.0858564e+15,7.67995642611012e+14,2.81658775102242e+15
2.1232396e+15,7.81556350604118e+14,2.8809596671038e+15
2.1619674e+15,7.95359500596312e+14,2.94788078949912e+15
2.2021228e+15,8.09415788558142e+14,3.01752938438418e+15
2.2437888e+15,8.23735910460156e+14,3.0900658913172e+15
2.271461e+15,8.38284213067194e+14,3.13842950481174e+15
2.2979878e+15,8.53001868541242e+14,3.18495697669554e+15
2.3247138e+15,8.67892442205816e+14,3.23200142048916e+15
2.351639e+15,8.82955934060916e+14,3.27958066281018e+15
2.3787634e+15,8.98192344106542e+14,3.3276947036586e+15
2.406087e+15,9.1360523766621e+14,3.37632571641684e+15
2.4336264e+15,9.2919461473992e+14,3.42550935432006e+15
2.461365e+15,9.44960475327672e+14,3.47524561736826e+15
2.4893028e+15,9.6090816741474e+14,3.52551667894386e+15
2.5174564e+15,9.77035908339366e+14,3.57634036566444e+15
2.5458092e+15,9.9334369810155e+14,3.62771667753e+15
2.5743778e+15,1.00983688468657e+15,3.67966344115812e+15
2.6031456e+15,1.02651546809441e+15,3.73216282993122e+15
2.6321292e+15,1.04337766566334e+15,3.78525049708446e+15
2.661312e+15,1.06042882537861e+15,3.83889078938268e+15
2.6907106e+15,1.07766894724022e+15,3.89310153344346e+15
2.720325e+15,1.09509803124819e+15,3.94790055588438e+15
2.7501552e+15,1.11271964272602e+15,4.00328785670544e+15
2.7801846e+15,1.13053378167371e+15,4.05926343590664e+15
2.8104298e+15,1.14854223075303e+15,4.11582729348798e+15
2.8408908e+15,1.16674498996397e+15,4.17299725606704e+15
2.8715676e+15,1.18514562463004e+15,4.23075549702624e+15
2.9024602e+15,1.20374413475126e+15,4.28911984298316e+15
2.9335686e+15,1.22254408565113e+15,4.3480902939378e+15
2.9648928e+15,1.24154369466789e+15,4.40768467650774e+15
2.9964328e+15,1.26074652712507e+15,4.4678851640754e+15
3.0282052e+15,1.28015258302265e+15,4.52870958325836e+15
3.0601768e+15,1.29976364502241e+15,4.59015793405662e+15
3.0923808e+15,1.31958327844786e+15,4.65224804308776e+15
3.1248006e+15,1.33960970063723e+15,4.7149620837342e+15
3.1574362e+15,1.35984469425229e+15,4.77831788261352e+15
3.1903042e+15,1.38029182461655e+15,4.84231543972572e+15
3.223388e+15,1.40095287439177e+15,4.9069547550708e+15
3.2567042e+15,1.42182606091619e+15,4.97225365526634e+15
3.2902362e+15,1.44291494951333e+15,5.03819431369476e+15
3.323984e+15,1.46422132284494e+15,5.10481238359122e+15
3.3579808e+15,1.48574518091104e+15,5.17209003833814e+15
3.3921934e+15,1.50748830637336e+15,5.24002727793552e+15
3.4266218e+15,1.52945248189368e+15,5.30864192900094e+15
3.4612826e+15,1.55164127279551e+15,5.3779339915344e+15
3.4961924e+15,1.57405289641708e+15,5.44792129215348e+15
3.5313014e+15,1.59668913542017e+15,5.51856817762302e+15
3.5666594e+15,1.61955355512827e+15,5.58992812779576e+15
3.6022498e+15,1.64264615554141e+15,5.66196548943654e+15
3.638056e+15,1.66596871932132e+15,5.73471591578052e+15
3.6741112e+15,1.68952302912977e+15,5.8081794068277e+15
3.7103988e+15,1.71331086762853e+15,5.8823381359605e+15
3.7469022e+15,1.73733223481758e+15,5.9572099297965e+15
3.7836546e+15,1.76158891335868e+15,6.0327947883357e+15
3.8206394e+15,1.78608446857536e+15,6.10911053819568e+15
3.8578732e+15,1.8108278137764e+15,6.18613935275886e+15
3.8953228e+15,1.83580290500598e+15,6.2639168852604e+15
3.9330214e+15,1.8610097422641e+15,6.34242530908272e+15
3.9709524e+15,1.88646615216834e+15,6.42166462422582e+15
4.0091324e+15,1.9121721347187e+15,6.50165265730728e+15
4.0475448e+15,1.93812768991518e+15,6.58240723494468e+15
4.0861896e+15,1.96433281775778e+15,6.66389270390286e+15
4.1250834e+15,1.9907875182465e+15,6.74614471741698e+15
4.1642262e+15,2.01749179138134e+15,6.82916327548704e+15
4.2036014e+15,2.0444456371623e+15,6.91296620473062e+15
4.2432256e+15,2.07164905558938e+15,6.99751785191256e+15
4.2830822e+15,2.09911987328016e+15,7.08285387026802e+15
4.3231878e+15,2.12684026361706e+15,7.168974259797e+15
4.3635424e+15,2.15482805321766e+15,7.2558790204995e+15
4.404146e+15,2.18306541546438e+15,7.3435859789931e+15
4.4449986e+15,2.2115701769748e+15,7.43207730866022e+15
4.4861002e+15,2.24034233774892e+15,7.52137083611844e+15
4.5274342e+15,2.26938189778674e+15,7.61146656136776e+15
4.5690338e+15,2.29867103047068e+15,7.70238231102576e+15
4.6108824e+15,2.3282453890359e+15,7.79411808509244e+15
4.65298e+15,2.35808714686482e+15,7.8866738835678e+15
4.6953266e+15,2.38819630395744e+15,7.98004970645184e+15
4.7379222e+15,2.41859068693134e+15,8.07424555374456e+15
4.7807668e+15,2.44925246916894e+15,8.16929707868112e+15
4.823877e+15,2.48019947728782e+15,8.26518645464394e+15
4.8672362e+15,2.5114138846704e+15,8.36191368163302e+15
4.9108444e+15,2.54291351793426e+15,8.45947875964836e+15
4.9547182e+15,2.57468055046182e+15,8.55791734192512e+15
4.998841e+15,2.60675063548824e+15,8.65721160184572e+15
5.0432294e+15,2.63910594639594e+15,8.75736153941016e+15
5.0878668e+15,2.67172865656734e+15,8.85838498123602e+15
5.1327698e+15,2.7046544192376e+15,8.96029975394088e+15
5.1779384e+15,2.73788323440672e+15,9.06307020428958e+15
5.223356e+15,2.77137944883954e+15,9.16674981213486e+15
5.2690392e+15,2.80517871577122e+15,9.27130292424156e+15
5.3149714e+15,2.83928103520176e+15,9.37674736722726e+15
5.3611858e+15,2.87366858051358e+15,9.48310096770954e+15
5.4076492e+15,2.90835917832426e+15,9.5903637256884e+15
5.4543782e+15,2.9433528286338e+15,9.69851781454626e+15
5.5013728e+15,2.97863170482462e+15,9.80761671413586e+15
5.5486496e+15,3.01423146013188e+15,9.91760694460446e+15
5.5961754e+15,3.050134267938e+15,1.00285419858048e+16
5.6439668e+15,3.08634012824298e+15,1.01404040111193e+16
5.6920238e+15,3.1228668676644e+15,1.0253193020548e+16
5.740363e+15,3.15969665958468e+15,1.03669268407084e+16
5.7889678e+15,3.19682950400382e+15,1.04816054716005e+16
5.8378216e+15,3.2342832275394e+15,1.0597246739842e+16
5.8869742e+15,3.27205783019142e+15,1.07138328188152e+16
5.9363758e+15,3.3101354853423e+15,1.08313815351377e+16
5.9860596e+15,3.3485518462272e+15,1.09499107154271e+16
6.0360256e+15,3.38727125961096e+15,1.10694025330658e+16
6.0862572e+15,3.42632937872874e+15,1.11898748146715e+16
6.1367544e+15,3.46569055034538e+15,1.1311327560244e+16
6.1875338e+15,3.50540825431362e+15,1.14337607697835e+16
6.2385954e+15,3.54542901078072e+15,1.15571922699074e+16
6.2899226e+15,3.58578847298184e+15,1.16816398872334e+16
6.341532e+15,3.62648664091698e+15,1.18070679685262e+16
6.393407e+15,3.66750568796856e+15,1.19335121670212e+16
6.4455808e+15,3.70886344075416e+15,1.20609724827182e+16
6.4980202e+15,3.75055989927378e+15,1.21894667422348e+16
6.5507418e+15,3.79259506352742e+15,1.23189771189535e+16
6.6037456e+15,3.83496893351508e+15,1.24495036128743e+16
6.6570316e+15,3.87768150923676e+15,1.25810818772323e+16
6.7105998e+15,3.92075061731004e+15,1.27137119120275e+16
6.7644668e+15,3.96415843111734e+15,1.28473758906423e+16
6.8185994e+15,4.00790495065866e+15,1.29820916396944e+16
6.8730142e+15,4.05202582916916e+15,1.31178769858012e+16
6.9277278e+15,4.09648541341368e+15,1.32547141023453e+16
6.982707e+15,4.14128370339222e+15,1.33926208159442e+16
7.037985e+15,4.18645635233994e+15,1.35316149532154e+16
7.0935618e+15,4.23198553363926e+15,1.36716786875415e+16
7.1494042e+15,4.2778534206726e+15,1.38128298455399e+16
7.2055454e+15,4.32409566667512e+15,1.39550862538283e+16
7.2619854e+15,4.37071227164682e+15,1.40984300857891e+16
7.3187076e+15,4.41768540897012e+15,1.42428791680399e+16
7.375712e+15,4.46501507864502e+15,1.43884335005806e+16
7.4330152e+15,4.5127191072891e+15,1.45350930834112e+16
7.4906172e+15,4.56079749490236e+15,1.46828757431494e+16
7.548518e+15,4.6092502414848e+15,1.48317993064127e+16
7.606701e+15,4.65805952041884e+15,1.49818459465836e+16
7.6651828e+15,4.70726098493964e+15,1.51330334902796e+16
7.7239468e+15,4.75683680842962e+15,1.52853441108831e+16
7.7830262e+15,4.80678699088878e+15,1.54388312882469e+16
7.8423878e+15,4.8571293589347e+15,1.55934593691358e+16
7.9020482e+15,4.9078460859498e+15,1.57492461801674e+16
7.962024e+15,4.95895499855166e+15,1.59061917213418e+16
8.022282e+15,5.0104382701227e+15,1.60643138192764e+16
8.0828554e+15,5.0623137272805e+15,1.62236124739712e+16
8.143711e+15,5.11459919664264e+15,1.6384105512044e+16
8.204882e+15,5.16725902497396e+15,1.6545775106877e+16
8.2663518e+15,5.22032886550962e+15,1.67086390850879e+16
8.3281204e+15,5.27377306501446e+15,1.68727152732942e+16
8.3901878e+15,5.32762727672364e+15,1.70379858448784e+16
8.4525706e+15,5.38189150063716e+15,1.72044864530756e+16
8.5152522e+15,5.43654791013744e+15,1.73721814446506e+16
8.5782492e+15,5.49161433184206e+15,1.75411064728387e+16
8.641545e+15,5.54709076575102e+15,1.77112793642574e+16
8.7051396e+15,5.60297721186432e+15,1.78825931592012e+16
8.7690496e+15,5.65925584356438e+15,1.80553330835514e+16
8.833275e+15,5.71596231408636e+15,1.82291426049564e+16
8.8977992e+15,5.77309662343026e+15,1.84043782557678e+16
8.9626388e+15,5.83062311836092e+15,1.8580683503634e+16
9.0277938e+15,5.8885774521135e+15,1.87584148809066e+16
9.0932476e+15,5.946959624688e+15,1.89373941214098e+16
9.1590334e+15,6.00575180946684e+15,1.91176212251436e+16
9.225118e+15,6.0649718330676e+15,1.9299096192108e+16
9.291518e+15,6.12461969549028e+15,1.9481819022303e+16
9.3582334e+15,6.18471322335246e+15,1.96659679819044e+16
9.4252642e+15,6.24521676341898e+15,1.98513648047364e+16
9.4926104e+15,6.306165968925e+15,2.0038009490799e+16
9.5602886e+15,6.36754301325294e+15,2.02259020400922e+16
9.6282656e+15,6.4293478964028e+15,2.04153989849676e+16
9.696558e+15,6.49159844499216e+15,2.06059655268978e+16
9.7651824e+15,6.55429465902102e+15,2.07979581982344e+16
9.8341222e+15,6.61743653848938e+15,2.09911987328016e+16
9.9033774e+15,6.68102408339724e+15,2.11858653967752e+16
9.9729646e+15,6.7450572937446e+15,2.13819581901552e+16
1.00428672e+16,6.80953616953146e+15,2.15792988467658e+16
1.01130852e+16,6.87446071075782e+15,2.17780656327828e+16
1.01836352e+16,6.93984874404126e+15,2.19782585482062e+16
1.02545172e+16,7.0056824427642e+15,2.21796993268602e+16
1.03257146e+16,7.0719974601618e+15,2.23825662349206e+16
1.0397244e+16,7.13874031638132e+15,2.25868592723874e+16
1.04690888e+16,7.2059644912755e+15,2.27924001730848e+16
1.05412656e+16,7.27365215822676e+15,2.29995454693644e+16
1.06137744e+16,7.3418033172351e+15,2.32079386288746e+16
1.06865986e+16,7.41041796830052e+15,2.3417936183967e+16
1.07597714e+16,7.4795139380406e+15,2.362918160229e+16
1.08332596e+16,7.54907339983776e+15,2.38418531500194e+16
1.09070798e+16,7.619096353692e+15,2.4056129093331e+16
1.09812486e+16,7.68961845283848e+15,2.42716528998732e+16
1.10557328e+16,7.76060404404204e+15,2.44887811019976e+16
1.1130549e+16,7.83208878053784e+15,2.47071571673526e+16
1.12056972e+16,7.90403700909072e+15,2.49271376282898e+16
1.1281194e+16,7.97648438293584e+15,2.51485442186334e+16
1.13570228e+16,8.04941307545562e+15,2.53715552045592e+16
1.14331836e+16,8.12282308665006e+15,2.55958140537156e+16
1.15096764e+16,8.19673224313674e+15,2.58216772984542e+16
1.15865012e+16,8.27114054491566e+15,2.60489666725992e+16
1.16636746e+16,8.34603016536924e+15,2.62778604423264e+16
1.17411966e+16,8.42143675773264e+15,2.650818034146e+16
1.18190506e+16,8.49734249538828e+15,2.67401046361758e+16
1.18972366e+16,8.57372955171858e+15,2.6973455060298e+16
1.19757712e+16,8.6506335799587e+15,2.72084098800024e+16
1.20546378e+16,8.72805458010864e+15,2.74447908291132e+16
1.2133853e+16,8.80597472555082e+15,2.76827761738062e+16
1.22134168e+16,8.88441184290282e+15,2.79223659140814e+16
1.22933292e+16,8.96336593216464e+15,2.8163381783763e+16
1.23735736e+16,9.0428191667187e+15,2.84060020490268e+16
1.24541666e+16,9.12280719980016e+15,2.86502267098728e+16
1.25351082e+16,9.20331220479144e+15,2.88958775001252e+16
1.26163984e+16,9.28433418169254e+15,2.91433109521356e+16
1.26980372e+16,9.36589095712104e+15,2.93921705335524e+16
1.2780008e+16,9.44796470445936e+15,2.96426345105514e+16
1.2862344e+16,9.53057325032508e+15,2.98947028831326e+16
1.29450286e+16,9.61369876810062e+15,3.01485539174718e+16
1.30280618e+16,9.69737691102114e+15,3.04038310812174e+16
1.31114436e+16,9.78158985246906e+15,3.06607126405452e+16
1.31951906e+16,9.86633759244438e+15,3.0919376861631e+16
1.32792696e+16,9.9516201309471e+15,3.11794672121232e+16
1.33637138e+16,1.00374552945948e+16,3.14413402243734e+16
1.34485232e+16,1.01238252567699e+16,3.17048176322058e+16
1.35336646e+16,1.021074784409e+16,3.19698994356204e+16
1.36191712e+16,1.0298223056555e+16,3.2236763900793e+16
1.3705043e+16,1.03862508941651e+16,3.25052327615478e+16
1.37912634e+16,1.04748313569201e+16,3.27753060178848e+16
1.3877849e+16,1.05639644448201e+16,3.30471619359798e+16
1.39647832e+16,1.06536501578651e+16,3.3320622249657e+16
1.40520826e+16,1.07439063226726e+16,3.35958652250922e+16
1.41397472e+16,1.08347329392427e+16,3.38727125961096e+16
1.42277604e+16,1.09261121809578e+16,3.4151342628885e+16
1.43161388e+16,1.1018079701053e+16,3.44315770572426e+16
1.44048824e+16,1.11105998462932e+16,3.47135941473582e+16
1.44939912e+16,1.1203690443296e+16,3.49973938992318e+16
1.45834652e+16,1.12973693186789e+16,3.52827980466876e+16
1.46733044e+16,1.13916186458243e+16,3.55701631220772e+16
1.47635088e+16,1.14864562513499e+16,3.5859132593049e+16
1.48540784e+16,1.15818643086381e+16,3.61498847257788e+16
1.49449966e+16,1.16778606443064e+16,3.64422412540908e+16
